index_grid,dist_matrix,dist_true
0,1229.6640567023337,858.9858574533677
0,824.0697909172125,536.5036782718352
0,970.264513340037,696.3308587301857
0,964.122509729842,683.700082918925
0,901.0458490395765,659.045031737714
0,899.8677751601025,666.1738248652912
0,873.8486595017264,656.1034260290288
0,875.0617629703761,645.1163002306998
0,885.9436117543822,641.4392818896387
0,833.7169124670486,600.7001020933168
0,835.242372783742,603.2384794768975
0,895.9450883437057,657.2113818159974
0,890.7202256645088,644.4216645734748
0,838.7909914472262,612.3102059431442
0,844.3372597797634,621.3809198057724
0,763.1424243321962,598.8760833209293
0,755.3180440956077,582.1301493695433
0,649.278459468501,478.5202937310156
0,688.4411961412496,533.2569493964696
0,681.6276106680372,511.0880721279642
0,628.8065351736295,483.3040659136589
0,636.1860888108474,495.83561096833995
0,740.254217380195,521.1636425214934
0,1384.9479601309843,1091.0605073315908
0,1416.2417729744632,1121.2315609379461
0,1381.6639878944172,1082.528988079059
0,1304.2269827362409,1034.3511056047046
0,1328.4574990654776,1061.2178066325234
0,1337.2124098742677,1070.9659818422117
0,1314.4492667002335,1054.6554075535225
0,1305.541716082002,1034.1441897328425
0,1275.7526500819813,1013.6468201099663
0,1258.0010759272816,990.0240686815049
0,1339.5367974382232,1058.4709642357034
0,1365.0062264827718,1092.6347151448888
0,1342.7143567951346,1076.6785290380826
0,1314.4142357508601,1039.391801746616
0,1301.0537584786753,1040.3917819677765
0,1310.6394897872622,1045.2549186956198
0,1291.427684349801,1043.5447243154663
0,1296.3468361917046,1041.1602325821605
0,1285.209950000987,1037.5037919444335
0,1280.2480071386117,1034.3064899919493
0,1278.539933185975,1028.1470052083093
0,1249.8303290180563,1019.6889728514144
0,1270.3712521345599,1029.9704196223995
0,1226.648720743101,998.0254741264183
0,1205.3629400243476,991.254826877198
0,1198.0867919661648,989.4090352201209
0,1228.947279056743,897.8728458959229
0,1273.27746890558,972.0922912154412
0,1288.1865083209234,989.5046518952811
0,1241.3634297646174,986.3574343668037
0,1225.8850669453152,975.5243597940923
0,1178.5383033507787,926.8993490937606
0,1194.630277476,942.4360395575525
0,1148.0267704688501,932.1948505133037
0,1143.14644674119,891.1855885011403
0,1147.0372957129234,896.7018963041218
0,1131.274890711921,885.1748779570574
0,1147.130610823406,899.2540758086848
0,1150.1123085635365,903.7471075491721
0,1163.6830066419518,893.1196390574574
0,1115.7876616086085,876.6005848765365
0,1101.6271093977775,864.7771012192327
0,1329.0534270155208,1068.1399416001682
0,1291.8997484504166,1039.3787044001133
0,1314.367291407673,1077.0004843376425
0,1272.1577506634544,1058.252648549611
0,1248.9311133513345,1035.54737663067
0,1206.3940197445404,1025.6322234701204
0,1230.4238893777558,1040.1941545573188
0,1189.2452609593756,1009.9896442360733
0,1255.3461431443325,1056.4222506390515
0,1241.6121973892823,1058.7041978353552
0,1215.012461775681,1013.5380638082529
0,1175.369141303531,1002.3121662645239
0,1202.8458690805905,1035.6342291713997
0,1164.9145855767406,1012.0640315926647
0,1136.5211943706936,979.8943812729569
0,1148.7130306446136,985.6664182456427
0,1108.9316632227253,942.1822060474271
0,1082.207474111055,913.6418990708565
0,1292.6358737534504,1076.9392649094434
0,1154.7455688748018,1033.348745969539
0,1123.077295933277,1003.137829058921
0,1236.454604180057,1110.4530727846097
0,1219.7117788196117,1096.3673164764134
0,1203.7788559921944,1082.43275058912
