index_grid,dist_matrix,dist_true
0,513.0343974697363,267.2961224831217
0,425.43515464910575,615.0999367252832
0,702.313384494565,687.2486629125002
0,620.1755347379135,653.8817065051088
0,648.9907020590556,651.5042157952142
0,628.3955569868878,645.4171337639707
0,629.4514982060457,649.2248797602629
0,650.0131874909009,651.5347379597245
0,597.9177207129343,619.1535265075669
0,602.4107721748003,606.5549294930515
0,643.2863760634469,646.6706841195044
0,721.4188762235715,709.79481798261
0,680.2480591780698,688.5349189954302
0,684.2006721022857,711.6794656917009
0,725.1471110480753,724.0484178697025
0,717.6868513317847,711.1830209795729
0,637.5327602733661,660.776469427609
0,671.5518523716539,653.7390108341375
0,758.642353748305,760.6790294660689
0,719.6043690421968,740.6981110131757
0,738.8326695469591,719.6332016668066
0,776.9050691983131,782.5139849652204
0,850.3200843280226,784.256646914008
0,439.655008902635,415.0140877715354
0,360.2246164223984,184.82678815446533
0,360.22461642239836,177.18661697317955
0,289.0586748332212,161.38357149138227
0,296.6448572193855,168.89031167531172
0,295.2109882690111,165.16977393605728
0,269.9468763964008,147.1907873088905
0,271.51419814830507,148.01673635021092
0,232.60563774710084,141.1637848034908
0,239.7914877378033,111.63533243241997
0,283.1260189678166,136.50374078612427
0,299.4920011529464,164.63130359679434
0,274.62200792362563,148.4695912270149
0,239.79148773780346,103.02373491844172
0,244.62554448560726,133.94983765605522
0,246.35401505723988,122.31477420813854
0,226.83410906351483,114.77044284618724
0,228.23276676366282,114.45321625472103
0,215.68485489587832,107.58618794124519
0,214.2042806329933,103.28322791372727
0,219.24768641532853,96.7658125664108
0,181.9314141724448,87.49866042473049
0,191.03301898509378,85.91419927102275
0,143.5618280523006,55.844371360595424
0,131.2075592103776,46.28289547124054
0,160.48581428583773,88.80717361043277
0,329.3435053445202,229.75540787934392
0,317.06118005079975,200.14562732735166
0,300.57289840550334,191.97517655186596
0,253.5529675453564,162.78608827382754
0,272.8971087981269,186.4795986541604
0,231.22821787452057,169.69315658250164
0,208.04510112498735,121.32452366843998
0,165.52688069695816,109.73880611739487
0,218.25906611673906,175.95984721841393
0,210.84260952749486,167.4908171102177
0,209.73261457575651,176.84848688779678
0,195.4789004816271,158.93576476246494
0,289.85800430450223,222.36417187806447
0,258.9300837301858,201.28623314319245
0,226.18835600375147,203.57993386265366
0,261.02499265501,249.4691443153585
0,257.85770328666075,161.1206147462111
0,208.04510112498758,103.63259027861878
0,231.22821787452102,150.81176346883012
0,193.863026058571,158.7812620928384
0,165.5268806969589,101.85842443656631
0,129.28478709003403,114.94855972407323
0,164.00695354842745,140.5746586887037
0,146.59898293076247,167.85341371470298
0,201.18792292612974,159.28517890123257
0,228.12811250325143,240.72445742354466
0,187.2686874932064,194.80698549273924
0,187.13895148809476,181.08870237960394
0,228.02162520895124,226.80687212199246
0,239.555837442172,240.5067048462703
0,201.03264623874495,210.79021741350948
0,146.43321906237418,168.59710502737082
0,163.81643792567976,206.26254088042458
0,129.043018777992,158.1988430621489
0,329.58518800570255,400.2795347844405
0,359.1286445338697,358.0480361767663
0,324.36300523690994,336.71669769227356
0,379.01711781510784,387.17253020170944
0,387.95587818834485,389.6267892008415
0,368.894050076512,382.500710650478
0,398.6597077155563,393.4255027360827
0,418.39430354006635,417.8792142195127
0,426.50859435513814,420.15769525851346
0,407.1674721535,407.6250137943349
0,417.19374535556875,413.24683467854493
0,436.09041704987226,436.4078996795129
0,428.64523571643707,417.36674715416007
0,395.1328667207062,404.77874905750383
0,454.5024742288039,406.54022054246684
0,357.0074743904671,338.1765521090318
0,388.8654792200965,368.935658562062
0,394.3318430154069,371.8169370449645
0,166.0502570194673,199.30632854290963
0,194.31009365329336,227.09054488381804
0,233.00801696447314,242.41155906580732
0,210.02145445262352,223.00342497083642
0,258.82529328568955,302.0879606018758
0,300.18996167951923,307.05389870816197
0,327.24132913191016,318.3417266268025
0,350.7045310746295,335.96695500361216
0,363.77018711770904,352.6359226249735
0,384.4675420733751,351.92308622512604
0,372.1292920324403,350.7004260898709
0,326.90891305889966,320.4284099766774
0,338.3891708031474,328.5350875028404
0,360.5464918552547,332.09468773010457
0,341.41631284194057,322.46172493949973
0,346.6580945028476,326.30712797715057
0,358.16755571296716,338.20434303001565
0,353.0966753675864,326.63918895071686
0,257.588798154609,245.19908400951982
0,276.65088753527795,262.70108783211697
0,323.38673321477563,314.9215255033274
0,307.2381073044216,282.07569969172243
0,164.79259400285082,187.1293246416742
0,162.03590308058256,225.4503992839458
0,131.86721812835125,179.1086958801469
0,144.16496834073024,178.26565760608813
0,193.1834919729125,221.44000958152702
0,184.18818282146862,205.30310907762606
0,223.0182876959688,225.41173536114638
0,224.9128728347609,224.74918838400438
0,251.29340496554892,245.17354763836516
0,249.59914194411093,250.31761963918223
0,244.054992112821,232.23874519683054
0,295.9832846977286,278.3885264142409
0,290.1922292906601,255.9993388724514
0,228.65495360186713,231.49497732447114
0,249.24407333008588,249.31940705505934
0,247.1068664368587,248.9927113358653
0,260.20366670804424,258.95113082860115
0,258.2323862688226,256.14685545994604
0,257.64119232226,255.72311984680329
0,260.8883875751232,256.74133345009625
0,261.4722396515591,258.01029435452494
0,258.4291531440933,255.97275985076536
0,264.95044990690883,259.24272705938733
0,266.04921248395857,259.9848615308114
0,254.7169020304479,256.47957451057124
0,254.3295661250436,255.10778865076256
0,255.6815426029163,253.42325694584147
0,262.0974543269083,259.16120860537694
0,259.4873950044049,256.31400167284835
0,258.84784471397325,255.0699315727265
0,262.0800898644938,257.4727466968735
0,262.71177163668176,257.85191831690497
0,267.24271038382324,260.37153735333527
0,268.52968043727685,263.8493737818688
0,267.4412924513644,263.68681930426806
0,219.11891755095016,226.6274654168014
0,217.66170365671263,226.79959176493958
0,230.85876698511657,234.89736762238618
0,232.23318687010672,232.60740253377224
0,216.68478344999426,226.2211240708116
0,229.47611532342717,228.2888533879444
0,229.9379230007888,235.9222201734755
0,243.21257177697743,243.82509815908094
0,242.77601640274335,237.08643913697736
0,256.09439444949305,253.48768594714684
0,256.5082840737085,249.20896731623006
0,245.3836989702059,238.96973561574282
0,244.0833401327159,243.19967392810403
0,257.3340662609792,256.614264351588
0,258.56779468519966,256.1952364744942
0,277.7893216798153,257.83981345126404
0,276.2576035503621,269.41452200259664
0,302.99307812502667,276.791358909057
0,304.39029076437686,295.11469253576286
0,285.3245973256588,264.9786657752923
0,275.27373856804263,264.7889775491268
0,273.3401296833267,269.18904288935033
0,286.51342903032065,272.6529416915612
0,288.3587169909066,276.99638749084465
0,307.1656500188597,289.84963776345813
0,311.2822958527176,301.48959223279826
0,290.4613630214115,323.0382654774423
0,333.95269492316527,353.181539493621
0,405.93358510326095,398.8847600528389
0,394.2676687168367,382.3664118488999
0,417.02090734239795,385.26521677431293
0,428.06718874500876,404.2295652673053
0,383.3543496505226,368.4774676380864
0,373.25964678288585,348.3043792397272
0,397.21808428337346,368.1093289599105
0,406.7185758743306,376.1870635815526
0,430.56323718437676,393.36850522941586
0,421.6004123992285,384.6716443312063
0,446.3514948775397,397.9968550872432
0,454.8268356846425,410.8129575149476
0,447.810486068601,420.7302862902647
0,442.32853179884575,411.24848934130114
0,453.8889379365501,424.5441617243727
0,459.23291407611885,430.07029870238387
0,440.30800403140887,406.5773024205228
0,464.06237474970834,433.75024235109925
0,470.78213740574483,437.94298971225595
0,465.57074597814574,432.72056558711944
0,477.36674287146815,437.6152603497017
0,482.450731774125,439.90379854300807
0,372.18136915356536,373.08647391202726
0,358.23909181676686,339.9307852876603
0,410.2088511960094,383.04402975242385
0,413.47038343229815,374.49198381162927
0,406.2231553420468,375.60006753750724
0,431.8564590002835,383.4595205765268
0,438.68041581528036,397.5773716208925
0,473.8031998826177,407.4335316838435
0,462.93168781115685,399.22860028308486
0,505.06975990145617,443.88958420096833
0,500.85151868313,426.8729934679491
0,527.767903939479,453.4863011036067
0,531.772676082918,450.5051701877168
0,526.0491724801622,449.4705199336131
0,505.015490987128,448.4325360088449
0,487.9218910216072,446.0201716466079
0,538.8005487990491,479.1373068884081
0,554.3274355333906,497.61073614115185
0,348.6346183989118,334.434642791234
0,343.73175917622353,317.646470584899
0,397.6022849031796,337.8724491511267
0,401.8484189840767,357.35429871767025
0,343.7317591762236,321.60552879914815
0,348.634618398912,320.6039087774984
0,401.8484189840767,354.8119199525835
0,397.60228490317877,369.78749129637885
0,480.46321471048077,371.54757294912486
0,443.60356583607046,393.95315556457234
0,440.7246220290474,387.3417015054364
0,467.7565345431868,411.41379288139325
0,470.4700912573314,410.23814071298517
0,451.79865309711334,390.6279682015453
0,497.4511723651118,426.1785932836428
0,494.8855804401599,421.48291819697255
0,524.542072239107,439.39367240673783
0,596.0995390162354,510.4345285028369
0,588.2172893548701,509.99127418770837
0,613.8975118174097,534.3320911920795
0,621.4541301938398,546.1570893223069
0,590.6409442547474,513.4656809835716
0,643.2975826841989,531.8824671613504
0,656.3571088105929,560.4160018900674
0,579.0323181922106,474.127677403792
0,558.6177858771198,472.28863976382223
0,554.8068241275864,469.69837936107473
0,581.9632184409528,482.4654250835067
0,585.5974779811378,494.76312226841986
0,624.5556466231965,526.4936969331983
0,621.6433661769064,529.9345002593244
0,616.8467951381062,516.206120502577
0,643.903105859893,544.1668782874797
0,648.4995881075179,534.459548254557
0,686.8538739576153,565.43444936693
0,708.7449598329048,599.8291884293056
0,686.0991740075068,566.991333819625
0,680.5103107920501,571.8225508196997
0,707.4635932321743,586.5467216987789
0,712.8411669007828,592.3835407783112
0,750.679627555511,606.4674861040851
0,751.6958298382949,625.4707957951978
0,745.4606224857937,616.8301199457662
0,778.3422324303926,642.6353616336082
0,390.25527821866626,360.03639949381255
0,423.6222152056214,335.7717694388994
0,884.7902388441296,789.9804555657433
0,1025.3429656207275,818.4551365350004
0,1020.7806406023427,799.6058863439195
0,1049.0632404325902,828.611099587544
0,1053.5030912846473,830.2385241425524
0,1028.9268499137904,803.7442700191901
0,1086.0600821590372,825.9950821797661
0,1093.8461392984684,844.0726728214062
0,1022.3072742353054,802.2364302994118
0,1004.0156211089525,773.2006872987906
0,1079.7908142507058,828.047171784001
0,1164.6150233453168,868.5400629879658
0,1176.2162860799885,871.7272697510693
0,933.4295780630529,844.4500042492699
0,989.9076590044763,953.0526986827131
0,1049.8199221902628,963.3695140649313
0,1112.6117311167052,1033.118482717178
0,651.7767002554087,621.2236287308095
0,435.24429317525306,415.6724943626807
0,471.3540561950777,448.64333683891954
0,465.2378974051182,440.91584620254685
0,476.24252132687855,443.5247607496414
0,482.21912470307535,448.8945135760758
0,459.2712891116787,426.43468254827263
0,453.4601346895413,424.1092247431863
0,464.7437268974203,440.06901088237703
0,470.41551307344275,440.3973161196229
0,480.2795473045065,448.43466411661166
0,476.7418426215996,444.6806427436417
0,475.33516452678066,443.185121156407
0,478.1762815687034,443.5716479324311
0,479.57462623183847,446.3778549458281
0,482.41550341450426,448.78309343821513
0,481.02541727452723,446.9503283399949
0,483.88245629533003,448.81564606457124
0,484.89881270441094,450.2453596379471
0,484.2044099472335,449.23542851191587
0,485.63183090767205,450.5327662338736
0,486.32419551214673,451.4010055537394
0,485.224720979994,450.22944849864945
0,483.81529932746986,450.360800977623
0,486.6559599034994,451.74460980808135
0,488.05717830637553,452.29986091970716
0,474.66975896604043,440.55800449998424
0,471.9241556485029,438.72341090388227
0,477.68003263962385,445.7386531042355
0,479.64512532884373,443.86557415004364
0,478.27471237504807,442.5502156517761
0,481.1480852541171,447.0451382420499
0,482.5103374001333,446.4947711565384
0,486.14666045133026,449.81961502202387
0,483.46623881679085,448.4607673963863
0,489.2819069812204,450.7736104033829
0,491.93064134236033,454.29459297463865
0,491.62550681400126,456.20511944418223
0,488.86663528287966,453.18117854209817
0,494.6188103138912,456.1473302458137
0,497.3457744604338,460.1147460991377
0,495.8881543012501,457.37328787063376
0,503.12590232852085,474.9924995157054
0,546.9644591507065,499.6056977193532
